input,label
"Technical Assets: Data Centres: Edge computing facilities with immersion cooling. Hosting: Multi-region Kubernetes with dynamic scaling. Servers: 300+ RISC-V processors, 50+ TPU accelerators. Databases: ScyllaDB with cross-region replication, Dgraph for knowledge graphs. Data: Petabytes of IoT telemetry, real-time transaction streams. Software: Containerized microservices, event-driven architectures. Models: Digital twins for predictive maintenance, anomaly detection. Services: AI-powered analytics APIs, secure data exchange platforms. Networking: Private 5G networks, SASE deployments for zero-trust. Security: Runtime application self-protection, behavioral biometrics. Development: Infrastructure-as-code pipelines, chaos engineering frameworks. Compliance: ISO 27001/27701, NIST Cybersecurity Framework. BC/DR: Multi-cloud failover, immutable backups with verification. Non-Technical: People: DevSecOps specialists, data governance officers. IP: Patented resilience algorithms, proprietary cryptographic methods. Processes: GitOps workflows, automated security attestations. Tech: Sovereign cloud architectures, hardware security modules.",excellent
Technical Assets: Servers: None. Databases: None. Data: Not managed. Software: None. Models: None. Services: None. Networking and Infrastructure: None. Security Assets: None. Development Tools: None. Communication Systems: None. Compliance and Regulatory Reporting Systems: None. Business Continuity and Disaster Recovery Systems: None. Non-Technical Assets: People: None. Processes: None.,bad
"Technical Assets: Data Centres: Tier IV facilities with 99.99% uptime. Hosting: Fully managed Kubernetes clusters. Servers: 200+ GPU nodes for AI workloads. Databases: Neo4j for graph data, Cassandra for time-series data. Data: Sensor telemetry, user behavior logs. Software: TensorFlow for AI models, Apache Kafka for streaming. Models: GANs for image synthesis, transformers for NLP. Services: Real-time anomaly detection, predictive maintenance. Networking: 5G edge nodes, SDN for dynamic routing. Security: Blockchain-based identity management, quantum-safe encryption. Development: PyTorch Lightning, CI/CD pipelines for ML. Compliance: GDPR compliance tools, ISO 27001 certification. BC/DR: Geo-redundant backups, automated failover. Non-Technical: People: Data scientists, ML engineers. IP: Proprietary AI models, data preprocessing pipelines. Processes: Model retraining workflows, data labeling pipelines. Tech: Edge AI devices, high-performance clusters.",good
"Technical Assets: Data Centres: Carbon-negative facilities with direct air capture. Hosting: Serverless architectures with green compute selection. Servers: 250+ energy-efficient ARM clusters, quantum computing testbeds. Databases: Time-series databases for environmental metrics, CRDT-based distributed storage. Data: Carbon emissions metrics, renewable energy production telemetry. Software: Energy-aware schedulers, workload optimization platforms. Models: Climate impact simulations, carbon credit verification algorithms. Services: Sustainability reporting APIs, energy management platforms. Networking: Low-power WAN technologies, energy-efficient routing. Security: Post-quantum cryptography, hardware-enforced isolation. Development: Green software engineering tools, sustainability metrics in CI/CD. Compliance: Greenhouse Gas Protocol, ISO 14001, EU Taxonomy. BC/DR: Self-powered backup systems, renewable energy microgrids. Non-Technical: People: Sustainability officers, circular economy specialists. IP: Carbon sequestration methodologies, energy harvesting patents. Processes: Environmental impact assessments, Scope 3 emissions tracking. Tech: Smart grid integrations, renewable energy systems.",excellent
"Technical Assets: Servers: 3 old PCs. Databases: Flat files, no backups. Data: Unorganized, lost frequently. Software: Trial versions, pirated. Models: None. Services: None. Networking and Infrastructure: Basic LAN, no firewall. Security Assets: None. Development Tools: None. Communication Systems: None. Compliance and Regulatory Reporting Systems: None. Business Continuity and Disaster Recovery Systems: None. Non-Technical Assets: People: Overworked admin. Processes: Random.",bad
"Technical Assets: Data Centres: Modular facilities for scalability. Hosting: Hybrid cloud for cost optimization. Servers: 50+ ARM-based servers for IoT. Databases: InfluxDB for time-series data, Elasticsearch for logs. Data: IoT device metrics, user activity logs. Software: Node-RED for IoT workflows, Grafana for monitoring. Models: Clustering for anomaly detection, regression for forecasting. Services: IoT device management, remote monitoring. Networking: LoRaWAN for IoT, Zigbee for smart devices. Security: Device-level encryption, secure boot protocols. Development: Docker for containerization, Jenkins for CI/CD. Compliance: NIST IoT standards, ISO 9001. BC/DR: Cloud-based backups, disaster recovery drills. Non-Technical: People: IoT specialists, network engineers. IP: Custom IoT protocols, device management algorithms. Processes: Firmware update workflows, device onboarding. Tech: IoT gateways, edge computing devices.",good
"Technical Assets: Data Centres: High-performance computing clusters with liquid cooling. Hosting: Multi-cloud strategy with AWS and Azure. Servers: 100+ high-density servers with GPU acceleration. Databases: Distributed SQL databases for real-time analytics, NoSQL for unstructured data. Data: Large-scale datasets for training AI models, real-time telemetry data. Software: Proprietary AI frameworks, advanced simulation software. Models: State-of-the-art deep learning models for image and text processing. Services: Real-time data processing, predictive analytics APIs. Networking: High-speed fiber optics, SD-WAN for global connectivity. Security: Advanced threat detection systems, zero-trust architecture. Development: Automated CI/CD pipelines, container orchestration with Kubernetes. Compliance: ISO 27001, GDPR, HIPAA compliance. BC/DR: Geo-redundant backups, automated failover systems. Non-Technical: People: Data scientists, cloud architects, security analysts. IP: Proprietary algorithms and models, trade secrets in AI development. Processes: Agile development methodologies, continuous integration practices. Tech: Custom hardware accelerators, high-performance storage solutions.",excellent
Technical Assets: Servers: None. Databases: None. Data: Not tracked. Software: None. Models: None. Services: None. Networking and Infrastructure: None. Security Assets: None. Development Tools: None. Communication Systems: None. Compliance and Regulatory Reporting Systems: None. Business Continuity and Disaster Recovery Systems: None. Non-Technical Assets: People: None. Processes: None.,bad
"Technical Assets: Data Centres: High-performance facilities with AI-driven cooling. Hosting: Kubernetes clusters for microservices. Servers: 200+ NVIDIA A100 GPUs for AI workloads. Databases: MongoDB for unstructured data, PostgreSQL for relational data. Data: Customer interaction logs, real-time analytics. Software: Apache Spark for big data processing, TensorFlow for AI. Models: Deep learning for recommendation systems, clustering for segmentation. Services: Real-time personalization, fraud detection. Networking: High-speed fiber optics, SD-WAN for global connectivity. Security: Multi-factor authentication, zero-trust architecture. Development: GitOps workflows, automated testing pipelines. Compliance: SOC 2, GDPR. BC/DR: Multi-region backups, automated failover. Non-Technical: People: Data engineers, security analysts. IP: Proprietary recommendation algorithms, data pipelines. Processes: Continuous integration workflows, data governance policies. Tech: AI accelerators, high-speed storage arrays.",good
"Technical Assets: Data Centres: High-performance computing clusters with liquid cooling. Hosting: Multi-cloud strategy with AWS and Azure. Servers: 100+ high-density servers with GPU acceleration. Databases: Distributed SQL databases for real-time analytics, NoSQL for unstructured data. Data: Large-scale datasets for training AI models, real-time telemetry data. Software: Proprietary AI frameworks, advanced simulation software. Models: State-of-the-art deep learning models for image and text processing. Services: Real-time data processing, predictive analytics APIs. Networking: High-speed fiber optics, SD-WAN for global connectivity. Security: Advanced threat detection systems, zero-trust architecture. Development: Automated CI/CD pipelines, container orchestration with Kubernetes. Compliance: ISO 27001, GDPR, HIPAA compliance. BC/DR: Geo-redundant backups, automated failover systems. Non-Technical: People: Data scientists, cloud architects, security analysts. IP: Proprietary algorithms and models, trade secrets in AI development. Processes: Agile development methodologies, continuous integration practices. Tech: Custom hardware accelerators, high-performance storage solutions.",excellent
"Technical Assets: Servers: One old desktop. Databases: Spreadsheets, no validation. Data: Inconsistent, duplicate. Software: Expired licenses. Models: None. Services: None. Networking and Infrastructure: Consumer WiFi, default settings. Security Assets: None. Development Tools: None. Communication Systems: None. Compliance and Regulatory Reporting Systems: None. Business Continuity and Disaster Recovery Systems: No backup strategy. Non-Technical Assets: People: Owner only. Processes: Ad-hoc.",bad
"Technical Assets: Data Centres: Medium-scale facilities with basic cooling. Hosting: Virtualized environments for cost efficiency. Servers: 50+ mid-range servers. Databases: MariaDB for relational data, Redis for caching. Data: Transaction logs, user activity data. Software: Basic analytics tools, open-source CRM. Models: Decision trees for classification, basic clustering. Services: Scheduled reporting, basic data visualization. Networking: Standard Ethernet setup, basic firewalls. Security: Basic antivirus, limited access controls. Development: Manual testing, basic version control. Compliance: Partial compliance with industry standards. BC/DR: Weekly backups, manual failover. Non-Technical: People: IT administrators, junior analysts. IP: Basic data processing scripts. Processes: Manual data entry workflows, limited automation. Tech: Standard office hardware, basic networking equipment.",good
"Technical Assets: Data Centres: High-performance computing clusters with liquid cooling. Hosting: Multi-cloud strategy with AWS and Azure. Servers: 100+ high-density servers with GPU acceleration. Databases: Distributed SQL databases for real-time analytics, NoSQL for unstructured data. Data: Large-scale datasets for training AI models, real-time telemetry data. Software: Proprietary AI frameworks, advanced simulation software. Models: State-of-the-art deep learning models for image and text processing. Services: Real-time data processing, predictive analytics APIs. Networking: High-speed fiber optics, SD-WAN for global connectivity. Security: Advanced threat detection systems, zero-trust architecture. Development: Automated CI/CD pipelines, container orchestration with Kubernetes. Compliance: ISO 27001, GDPR, HIPAA compliance. BC/DR: Geo-redundant backups, automated failover systems. Non-Technical: People: Data scientists, cloud architects, security analysts. IP: Proprietary algorithms and models, trade secrets in AI development. Processes: Agile development methodologies, continuous integration practices. Tech: Custom hardware accelerators, high-performance storage solutions.",excellent
"Technical Assets: Servers: 1 outdated desktop. Databases: CSV files, no validation. Data: Outdated, incomplete. Software: Unpatched, unsupported. Models: None. Services: None. Networking and Infrastructure: Open WiFi, unmanaged switch. Security Assets: None. Development Tools: None. Communication Systems: None. Compliance and Regulatory Reporting Systems: None. Business Continuity and Disaster Recovery Systems: No plan. Non-Technical Assets: People: One staff. Processes: Disorganized.",bad
"Technical Assets: Data Centres: Distributed edge nodes for IoT. Hosting: Private cloud for sensitive workloads. Servers: 80+ ARM-based edge servers. Databases: InfluxDB for sensor data, Redis for caching. Data: IoT telemetry, device status logs. Software: Device management platforms, open-source monitoring tools. Models: Time-series forecasting for maintenance. Services: Remote firmware updates, device onboarding. Networking: LTE-M for remote sites, VPN tunnels. Security: Device certificates, secure boot. Development: Docker Compose, basic CI. Compliance: Industry best practices, partial ISO 27001. BC/DR: Weekly snapshots, manual failover. Non-Technical: People: IoT engineers, support staff. IP: Device provisioning scripts. Processes: Incident escalation, device lifecycle management. Tech: Edge gateways, ruggedized sensors.",good
"Technical Assets: Data Centres: High-performance computing clusters with liquid cooling. Hosting: Multi-cloud strategy with AWS and Azure. Servers: 100+ high-density servers with GPU acceleration. Databases: Distributed SQL databases for real-time analytics, NoSQL for unstructured data. Data: Large-scale datasets for training AI models, real-time telemetry data. Software: Proprietary AI frameworks, advanced simulation software. Models: State-of-the-art deep learning models for image and text processing. Services: Real-time data processing, predictive analytics APIs. Networking: High-speed fiber optics, SD-WAN for global connectivity. Security: Advanced threat detection systems, zero-trust architecture. Development: Automated CI/CD pipelines, container orchestration with Kubernetes. Compliance: ISO 27001, GDPR, HIPAA compliance. BC/DR: Geo-redundant backups, automated failover systems. Non-Technical: People: Data scientists, cloud architects, security analysts. IP: Proprietary algorithms and models, trade secrets in AI development. Processes: Agile development methodologies, continuous integration practices. Tech: Custom hardware accelerators, high-performance storage solutions.",excellent
Technical Assets: Servers: None. Databases: None. Data: Not stored. Software: None. Models: None. Services: None. Networking and Infrastructure: None. Security Assets: None. Development Tools: None. Communication Systems: None. Compliance and Regulatory Reporting Systems: None. Business Continuity and Disaster Recovery Systems: None. Non-Technical Assets: People: None. Processes: None.,bad
"Technical Assets: Data Centres: Regional colocation with Tier III redundancy. Hosting: Hybrid cloud with VMware-based virtualization. Servers: 60+ Intel Xeon servers with moderate utilization. Databases: PostgreSQL for transactions, Elasticsearch for logs and search. Data: Customer records, product inventory, sales analytics. Software: ERPNext for business operations, custom reporting dashboards. Models: Basic forecasting for inventory management, customer segmentation. Services: API integrations with payment processors, shipping carriers. Networking: Gigabit fiber connectivity, basic SD-WAN implementation. Security: Next-gen firewalls, endpoint protection, regular vulnerability scans. Development: GitLab CI/CD with staging environments, manual QA processes. Compliance: PCI DSS Level 2, SOC 2 Type 1. BC/DR: Daily incremental backups, monthly full backups, annual DR testing. Non-Technical: People: Systems administrators, network engineers. IP: Custom integration middleware, reporting templates. Processes: Change management workflows, incident response procedures. Tech: Standardized server hardware, managed network equipment.",good
"Technical Assets: Data Centres: High-performance computing clusters with liquid cooling. Hosting: Multi-cloud strategy with AWS and Azure. Servers: 100+ high-density servers with GPU acceleration. Databases: Distributed SQL databases for real-time analytics, NoSQL for unstructured data. Data: Large-scale datasets for training AI models, real-time telemetry data. Software: Proprietary AI frameworks, advanced simulation software. Models: State-of-the-art deep learning models for image and text processing. Services: Real-time data processing, predictive analytics APIs. Networking: High-speed fiber optics, SD-WAN for global connectivity. Security: Advanced threat detection systems, zero-trust architecture. Development: Automated CI/CD pipelines, container orchestration with Kubernetes. Compliance: ISO 27001, GDPR, HIPAA compliance. BC/DR: Geo-redundant backups, automated failover systems. Non-Technical: People: Data scientists, cloud architects, security analysts. IP: Proprietary algorithms and models, trade secrets in AI development. Processes: Agile development methodologies, continuous integration practices. Tech: Custom hardware accelerators, high-performance storage solutions.",excellent
Technical Assets: Servers: Old netbook. Databases: Notepad files. Data: Not secured. Software: Outdated. Models: None. Services: None. Networking and Infrastructure: Open WiFi. Security Assets: None. Development Tools: None. Communication Systems: None. Compliance and Regulatory Reporting Systems: None. Business Continuity and Disaster Recovery Systems: None. Non-Technical Assets: People: Intern. Processes: None.,bad
"Technical Assets: Data Centres: Small on-premise facility with UPS backup. Hosting: Mixed environment with some managed services. Servers: 30+ servers of varying ages, partially virtualized. Databases: Microsoft SQL Server for core applications, some Access databases. Data: Customer information, order history, basic analytics. Software: Industry-specific applications, Microsoft 365 suite. Models: Basic reporting tools, some Excel-based analytics. Services: Email hosting, website with e-commerce capabilities. Networking: Business broadband with failover, segmented internal network. Security: Basic firewalls, anti-malware, password policies. Development: Small team using Visual Studio, semi-formal testing. Compliance: Basic industry standards, some security best practices. BC/DR: Regular backups to NAS and cloud storage, documented recovery plans. Non-Technical: People: IT manager, technical support staff. IP: Some customized business workflows and scripts. Processes: Documented IT procedures, reactive issue resolution. Tech: Mix of current and aging hardware, standardized workstations.",good
"Technical Assets: Data Centres: High-performance computing clusters with liquid cooling. Hosting: Multi-cloud strategy with AWS and Azure. Servers: 100+ high-density servers with GPU acceleration. Databases: Distributed SQL databases for real-time analytics, NoSQL for unstructured data. Data: Large-scale datasets for training AI models, real-time telemetry data. Software: Proprietary AI frameworks, advanced simulation software. Models: State-of-the-art deep learning models for image and text processing. Services: Real-time data processing, predictive analytics APIs. Networking: High-speed fiber optics, SD-WAN for global connectivity. Security: Advanced threat detection systems, zero-trust architecture. Development: Automated CI/CD pipelines, container orchestration with Kubernetes. Compliance: ISO 27001, GDPR, HIPAA compliance. BC/DR: Geo-redundant backups, automated failover systems. Non-Technical: People: Data scientists, cloud architects, security analysts. IP: Proprietary algorithms and models, trade secrets in AI development. Processes: Agile development methodologies, continuous integration practices. Tech: Custom hardware accelerators, high-performance storage solutions.",excellent
"Services: IoT device services. It is important to Identify management, smart home identify critical service Critical integration. centres, hosting services, Models: Predictive maintenance servers, databases, data, models, device behavior software, models, and models. Intellectual Property (IP): Smart home algorithms, device interaction protocols. Business Processes: Device onboarding, user support processes. Servers: 30 physical must conduct a servers, 100 virtual servers. Data: User data, non Networking and components, as some RC.IP Business continuity of SmartHome Continuity and Disaster Technologies. Recovery Systems: Cloud data backup, device recovery protocols. Function Quality ID Function Description Function Outcome Name List of Non Data Centres: Data processing and storage for IoT devices. Security others. cal Assets Assets: End Hosting Services: Cloud services with Amazon Web Services SmartHome Technologies (AWS). Technology: Smart home devices, networking hardware. intellectual property (IP). For Communication Systems: example, safeguarding Messaging platforms, IoT device intellectual property and communication protocols. end encryption, secure access control. Technical Infrastructure: Wi Fi and Zigbee Excellent services may have higher 1 and networks for device priority or sensitivity than Non to Techni communication. comprehensive discovery Databases: Device data, usage exercise to identify their statistics stored in MongoDB critical technical and and MySQL. People: IoT engineers, customer support, data analysts. understanding how business Compliance and Regulatory processes can be restored in Reporting Systems: Compliance case of a cyber incident is tools for data privacy and critical to the business security standards. Non",excellent
"Networking and Infrastructure Development Tools Models processes. Compliance and Regulatory Reporting Systems Services Data data, software, models, and services. Servers Communication Systems Security Assets People Software Non Business Continuity and Disaster Recovery Systems 2. Non Processes",bad
"1 Critical should analytics data repositories. time monitoring devices. Servers: and critical Real Compliance Systems: Regulatory compliance tracking systems. Communication Systems: Secure pilot communication systems. Tech technical Pilot schedules, aircraft maintenance logs, nical and passenger data. People: Aviation engineers, flight operators. Data Centres: Aviation technica data, weather data, air traffic data. Hosting Services: Technical identify their Cloud hosting for flight management. Security Assets: Firewalls, intrusion detection systems. Networking and Infrastructure: Secure aviation communication networks. Software: l assets. Air traffic management platforms, predictive maintenance tools. Technology: Advanced navigation systems, real Development Tools: Aviation Disaster Recovery Systems: Flight data backups, emergency response plans. Non specific simulation tools, CI/CD pipelines. Services: Flight optimization solutions, real Data: Flight performance Assets non time tracking systems. Databases: Non time flight tracking servers. Models: Fuel efficiency models, flight delay prediction algorithms. Intellectual Property (IP): Proprietary flight planning algorithms, maintenance procedures. Business Processes: Passenger onboarding workflows, regulatory compliance reporting.",good
"Data Centres: Primary data centre for patient records and medical data Hosting Services: HIPAA-compliant cloud hosting services Servers: 20 physical servers and 100 virtual servers Databases: Patient and treatment databases hosted on Oracle and MongoDB Data: Patient records, treatment data, research data, and analytics data Software: Electronic Health Record (EHR) systems, medical billing software, custom-built patient management applications Models: Predictive models for patient outcomes, healthcare analytics models Services: IT support services, healthcare data analysis services, telehealth services Networking and Infrastructure: Secure network infrastructure, VPN services for remote access Security Assets: Firewalls, intrusion detection systems, encryption tools Development Tools: Medical software development kits (SDKs), version control systems (e.g., GitHub), CI/CD pipelines Communication Systems: Secure email servers, collaboration tools (e.g., Microsoft Teams), VoIP phone systems Compliance and Regulatory Reporting Systems: Systems for monitoring HIPAA compliance Business Continuity and Disaster Recovery Systems: Data backup solutions, disaster recovery plans People: Key personnel including the CEO, CIO, lead medical informatics experts, and IT support staff Intellectual Property: Proprietary healthcare software, research methodologies Business Processes: Patient care workflows, medical research processes, financial reporting procedures Technology: Network infrastructure, office hardware (e.g., computers, medical devices), communication systems",excellent
Networking assets. (Power Grid Sensors) Compliance Systems (Energy Regulations) Disaster Recovery (Energy Backup Systems) 2. Non Communication Systems (Grid Communication) Servers (Energy and Models (Basic Energy Usage Models) technical Services (Energy Distribution) non Security Assets (Basic System Protection) Databases (Energy needs to find Consumption Data) Processes (Energy Conservation) Development Tools (Energy Modeling Tools) Data (Power Grid Data) People (Energy Experts) their technical Software (Energy Efficiency Software) 1 Assets Solutions Monitoring Servers),bad
"security financial network. Technology: Trading floors, compliance IT infrastructure. Software: Risk management platforms, trading platforms. Data: Customer data, market data, transaction data. Security Assets: Encryption tools, multi Business Processes: Wealth management workflows, compliance auditing processes. Models: Fraud detection algorithms, credit risk models. Servers: High Databases: Customer profiles, financial l assets. transactions, and regulatory databases. time compliance monitoring systems. performance transactional nical and servers. Assets non People: Financial analysts, IT administrators. Data Centres: Secure Hosting Services: Cloud Compliance Systems: Real based financial and critical analytics hosting. Non Disaster Recovery Systems: Instantaneous failover and backup systems. Non Intellectual Property (IP): Proprietary trading algorithms, client engagement processes. Services: Financial consulting services, customer support platforms. 1 Critical should primary and backup data centres. Technical identify their technica Development Tools: API management platforms, CI/CD pipelines. Communication Systems: Secure communication tools, regulatory compliance platforms. Tech technical factor authentication systems. Networking and Infrastructure: High",good
"Hosting Services: Cloud CodeBridge Solutions must platforms for customer conduct a comprehensive applications. services. It is important to Models: AI Technology: Code management systems, development platforms. Technical services may have higher solutions, IT consulting. Critical components, as some Services: Cloud Software: Custom servers, databases, data, software development tools, software, models, and project management software. example, safeguarding Communication Systems: Slack, intellectual property and project management tools understanding how business (Jira). critical to the business Business Continuity and continuity of CodeBridge Disaster Recovery Systems: Solutions. Backup systems for software projects. Function Quality ID Function Description Function Outcome Name List of Non Intellectual Property (IP): Custom software algorithms, application designs. based software RC.IP Compliance and processes can be restored in Regulatory Reporting Systems: case of a cyber incident is GDPR compliance tools. are not limited to data Data: Application logs, user centres, hosting services, data. Excellent 1 and priority or sensitivity than Networking and Infrastructure: Non Business Processes: Software development lifecycle, client onboarding. Techni others. Secure VPN for client cal Assets communication. Development people, processes, and Tools: IDEs, code repositories intellectual property (IP). For (GitHub, Bitbucket). Data Centres: Development environment data storage. Servers: 50 virtual discovery exercise to identify servers for software their critical technical and development and deployment. People: Software engineers, IT consultants, project managers. non Security Non based predictive Identify identify critical service models for customer behaviour.",excellent
"Servers (Medical Software (Diagnostic Tools) Services (Medical non Communication Systems (Healthcare Messaging) People (Doctors, Technicians) Compliance Systems (Medical Device Standards) Networking (Device assets. Connectivity) Models and (Basic Treatment Models) Disaster Recovery (Data Backups) 2. Non Processes (Medical Equipment Maintenance) 1 Assets Solutions Device Data Servers) Development Tools (Medical Research Tools) technical Equipment Support) Security Assets (Basic Encryption) Databases (Patient needs to find Equipment Data) Data (Medical Device their technical Records)",bad
"Business Processes: Resource allocation workflows, resident feedback systems. Hosting Technical identify their Services: Cloud services for smart city data and critical analytics. Tech technical and sensors. Databases: Traffic patterns, energy nical non connected infrastructure. Technology: Smart traffic systems, IoT Data: Real Disaster Recovery Systems: Urban service redundancy, emergency communication tools. Non Compliance Systems: Environmental and urban regulation monitoring. Development Tools: Urban simulation software, CI/CD pipelines. Data Centres: Urban enabled city monitoring networks. Security Assets: Data encryption, secure IoT protocols. Networking and Infrastructure: IoT Intellectual Property (IP): Proprietary urban planning models, smart city designs. Communication Systems: City administration communication platforms. Services: Smart lighting systems, waste collection optimization. technica usage, waste management. Servers: IoT data servers for urban Non time Assets l assets. city monitoring data, utility usage statistics. Models: Traffic flow optimization models, energy efficiency predictors. 1 Critical Cities should infrastructure data repositories. People: Urban planners, data analysts. Software: Smart city management platforms, urban planning tools.",good
"Databases: User, course, and content databases hosted on MySQL and include 'service' as a whole because some PostgreSQL. services are more important than others. built educational applications. processes, such as the Intellectual Property (IP) Intellectual Property (IP): Proprietary educational software, teaching methodologies. Compliance and Regulatory Reporting Systems: Systems for monitoring and reporting compliance with educational standards. Development Tools: IDEs (e.g., Visual Studio Code), version control systems (e.g., GitHub), CI/CD pipelines. Technology: Network infrastructure, office hardware (e.g., computers, projectors), communication systems. Data: User data, course data, educational content data, and analytics Non Business Continuity and Disaster Recovery Systems: Data backup solutions, disaster recovery plans. 2. List of Non Servers: 15 physical servers and 70 virtual servers. Assets software, models, and services. It is important to Services: IT support services, cloud services, educational content event of a disaster, cyber incident, or attack, and delivery services. identify any safeguards and potential weaknesses Communication Systems: Email servers, collaboration tools (e.g., Microsoft Teams), VoIP phone systems. Networking and Infrastructure: Network infrastructure for online courses, in those safeguards (see also RC.CC 1). Wi Business Processes: Course development processes, student support workflows, financial reporting procedures. Fi routers, VPN services. Security Assets: Firewalls, antivirus software, encryption tools. Data Centres: Primary data centre for educational content and user data. Technical critical technical and non Software: Learning Management Systems (LMS), content management example, it is crucial to identify critical business software, custom Models: Student performance prediction models, course recommendation of the company, understand how it is models. safeguarded, how it can be reproduced in the People: Key personnel including the CEO, CTO, lead educators, and IT support staff. Hosting Services: Cloud hosting services provided by AWS and Google and Non",excellent
"Networking and Infrastructure Development Tools Models processes. Compliance and Regulatory Reporting Systems Services Data data, software, models, and services. Servers Communication Systems Security Assets People Software Non Business Continuity and Disaster Recovery Systems 2. Non Processes",bad
"sharing platforms, fleet tracking systems. Security Assets: Data encryption, secure APIs. People: Drivers, operations managers. Servers: and critical Real Databases: Ride technica optimization, and customer databases. Technology: Fleet management devices, vehicle tracking equipment. Business Processes: Driver allocation workflows, passenger safety protocols. 1 Critical Tech should telematics data centres. Services: Mobility solutions, route optimization services. Development Tools: Transportation simulation platforms, CI/CD pipelines. Tech technical and servers. Compliance Systems: Safety regulation tracking. Software: Ride Networking and Infrastructure: IoT hailing, route nical non enabled vehicle tracking systems. time alert systems. Models: Traffic prediction models, fuel efficiency optimizers. Intellectual Property (IP): Proprietary route algorithms, safety tools. Hosting Services: Technical identify their Cloud hosting for fleet management. Disaster Recovery Systems: Data backups, emergency rerouting systems. Non Data: Assets l assets. Driver data, route data, vehicle diagnostics. Data Centres: Vehicle time traffic and vehicle monitoring Non Communication Systems: Driver communication tools, real",good
"their critical technical and Servers: 15 physical servers and non Business Continuity and Disaster Recovery Systems: Energy data Function Quality ID Function Description Function Outcome Name backup solutions, emergency recovery plans. List of Non Software: services. It is important to Energy management software, identify critical service optimization algorithms. Solutions. Compliance and Regulatory Reporting Systems: Systems for compliance with energy regulations. Technology: Solar power generation equipment, energy monitoring sensors. People: Engineers, analysts, field technicians, consultants. Data Centres: Energy management data processing GreenEnergy Solutions must centres. Technical Excellent priority or sensitivity than models. Identify components, as some Models: Energy forecasting Critical services may have higher models, performance analysis RC.IP intellectual property and Development Tools: Green tech understanding how business software development kits processes can be restored in (SDKs), CI/CD tools. Data: Energy usage servers, databases, data, data, solar panel performance software, models, and data, customer data. Security intellectual property (IP). For Assets: Firewalls, encryption example, safeguarding protocols for data protection. Services: Renewable 1 and others. energy consultancy, smart grid Non Techni services. case of a cyber incident is Communication Systems: critical to the business Secure communication networks continuity of GreenEnergy for monitoring systems. Business Processes: Energy audits, grid management processes. Networking and cal Assets Non Intellectual Property (IP): Solar panel design methodologies, energy optimization algorithms. Hosting Services: conduct a comprehensive Cloud hosting services with discovery exercise to identify Amazon Web Services (AWS).",excellent
"Networking and Infrastructure Development Tools Models processes. Compliance and Regulatory Reporting Systems Services Data data, software, models, and services. Servers Communication Systems Security Assets People Software Non Business Continuity and Disaster Recovery Systems 2. Non Processes",bad
"People: Key personnel and staff. Hosting Services: Cloud hosting services. Non Intellectual Property (IP): Proprietary educational software, teaching methodologies. Business Continuity and Disaster Recovery Systems: Data backup solutions, disaster recovery plans. Quality Function Function Function Description Function Outcome ID Name 2. Non Services: IT support services, cloud services, educational content delivery services. Development Tools: IDEs, version control systems, CI/CD pipelines. Compliance and Regulatory Reporting Systems: Educational standards compliance monitoring. Servers: Physical and virtual servers. Assets Data: User data, course data, educational content data, and analytics technology. For example, identify critical business data. processes and understand how IP is safeguarded. Technology: Network infrastructure, office hardware (e.g., computers, projectors), communication systems. Databases: User, course, and content databases. Non Models: Student performance prediction models, course recommendation models. Communication Systems: Email servers, collaboration tools, VoIP phone systems. Technical databases, data, software, models, and services. Networking and Infrastructure: Network infrastructure for online courses, Wi Fi routers, VPN services. built educational applications. Security Assets: Firewalls, antivirus software, encryption tools. Software: Learning Management Systems (LMS), content management software, custom Business Processes: Course development processes, student support workflows, financial reporting procedures.",good
"Development Tools: Non priority or sensitivity than Non Technical Infrastructure: Cloud Software: are not limited to data Cloud management tools, centres, hosting services, backup solutions. Networking and components, as some RC.IP based Excellent services may have higher 1 and network solutions, SD Techni Security Assets: Identity and others. cal Assets access management (IAM) tools. Compliance and intellectual property and Regulatory Reporting Systems: understanding how business Cloud security and compliance processes can be restored in management. Technology: Networking hardware, cloud servers. Servers: 120 physical discovery exercise to identify servers for hosting and client their critical technical and management. cloud ByteNet Solutions must hosting solutions (AWS, conduct a comprehensive Azure). Communication intellectual property (IP). For Systems: Remote management example, safeguarding platforms. Services: IT services. It is important to Identify infrastructure management, identify critical service Critical cloud services. based databases for client data. People: Function Quality ID Function Description Function Outcome Name Cloud architects, system administrators, security specialists. Business case of a cyber incident is Continuity and Disaster critical to the business Recovery Systems: Cloud continuity of ByteNet backup and redundancy Solutions. systems. List of Non Business Processes: IT service delivery, cloud migration. Intellectual Property (IP): Cloud deployment frameworks, network design protocols. Models: servers, databases, data, Cloud resource optimization software, models, and algorithms. WAN. Data Centres: Private cloud infrastructure for clients. Databases: non Hosting Services: Multi",excellent
Compliance Systems (Building Regulations) Services (Project non Networking (Job Site assets. Networks) technical Management) 1 Assets Construction Project Servers) Software their technical (Building Design Tools) Security Assets (Basic Construction Site Protection) Databases (Project Data) Development Tools (CAD Software) People (Construction Workers) Disaster Recovery (Project Data Backup) 2. Non Models (Basic and Construction Models) needs to find Data (Building Material Data) Communication Systems (Team Communication Tools) Processes (Building Project Management) Servers (Construction,bad
